source,bill_id,top_level_value,candidate_texts_json,candidate_evidence_json
official,hr6274-93,"An Act to grant relief to payees and special indorsees of fraudulently negotiated checks drawn on designated depositaries of the United States by extending the availability of the check forgery insurance fund, and for other purposes.","[""A bill to grant relief to payees and special endorsees of fraudulently negotiated checks drawn on designated depositaries of the United States by extending the availability of the check forgery insurance fund, and for other purposes."",""An Act to grant relief to payees and special indorsees of fraudulently negotiated checks drawn on designated depositaries of the United States by extending the availability of the check forgery insurance fund, and for other purposes.""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""A bill to grant relief to payees and special endorsees of fraudulently negotiated checks drawn on designated depositaries of the United States by extending the availability of the check forgery insurance fund, and for other purposes."",""type"":""official""},{""as"":""enacted"",""is_for_portion"":false,""title"":""An Act to grant relief to payees and special indorsees of fraudulently negotiated checks drawn on designated depositaries of the United States by extending the availability of the check forgery insurance fund, and for other purposes."",""type"":""official""}]"
official,hr6370-93,"An Act to extend certain laws relating to the payment of interest on time and savings deposits, to prohibit depository institutions from permitting negotiable orders of withdrawal to be made with respect to any deposit or account on which any interest or dividend is paid, to authorize Federal savings and loan associations and national banks to own stock in and invest in loans to certain State housing corporations, and for other purposes.","[""A bill to extend certain laws relating to the payment of interest on time and savings deposits, to prohibit depository institutions from permitting negotiable orders of withdrawal to be made with respect to any deposit or account on which any interest or dividend is paid, to authorize Federal savings and loan associations and national banks to own stock in and invest in loans to certain State housing corporations."",""An Act to extend certain laws relating to the payment of interest on time and savings deposits, to prohibit depository institutions from permitting negotiable orders of withdrawal to be made with respect to any deposit or account on which any interest or dividend is paid, to authorize Federal savings and loan associations and national banks to own stock in and invest in loans to certain State housing corporations, and for other purposes.""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""A bill to extend certain laws relating to the payment of interest on time and savings deposits, to prohibit depository institutions from permitting negotiable orders of withdrawal to be made with respect to any deposit or account on which any interest or dividend is paid, to authorize Federal savings and loan associations and national banks to own stock in and invest in loans to certain State housing corporations."",""type"":""official""},{""as"":""enacted"",""is_for_portion"":false,""title"":""An Act to extend certain laws relating to the payment of interest on time and savings deposits, to prohibit depository institutions from permitting negotiable orders of withdrawal to be made with respect to any deposit or account on which any interest or dividend is paid, to authorize Federal savings and loan associations and national banks to own stock in and invest in loans to certain State housing corporations, and for other purposes."",""type"":""official""}]"
official,hr6574-93,"An Act to amend title 38, United States Code, to increase the maximum amount of Servicemen's Group Life Insurance to $20,000, to provide full-time coverage thereunder for certain members of the Reserves and National Guard, to authorize the conversion of such insurance to Veterans' Group Life Insurance, to authorize allotments from the pay of members of the National Guard of the United States for group life insurance premiums, and for other purposes.","[""A bill to amend title 38, United States Codes, to encourage persons to join and remain in the Reserves and National Guard by providing full-time coverage under Servicemen's Group Life Insurance for such members and certain members of the Retired Reserve."",""An Act to amend title 38, United States Code, to increase the maximum amount of Servicemen's Group Life Insurance to $20,000, to provide full-time coverage thereunder for certain members of the Reserves and National Guard, to authorize the conversion of such insurance to Veterans' Group Life Insurance, to authorize allotments from the pay of members of the National Guard of the United States for group life insurance premiums, and for other purposes.""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""A bill to amend title 38, United States Codes, to encourage persons to join and remain in the Reserves and National Guard by providing full-time coverage under Servicemen's Group Life Insurance for such members and certain members of the Retired Reserve."",""type"":""official""},{""as"":""enacted"",""is_for_portion"":false,""title"":""An Act to amend title 38, United States Code, to increase the maximum amount of Servicemen's Group Life Insurance to $20,000, to provide full-time coverage thereunder for certain members of the Reserves and National Guard, to authorize the conversion of such insurance to Veterans' Group Life Insurance, to authorize allotments from the pay of members of the National Guard of the United States for group life insurance premiums, and for other purposes."",""type"":""official""}]"
official,hr6624-93,"A bill for the relief of Alvin V. Burt, Jr., Eileen Wallace Kennedy Pope, and David Douglas Kennedy, a minor.","[""A bill for the relief of Alvin V. Burt."",""A bill for the relief of Alvin V. Burt, Jr., Eileen Wallace Kennedy Pope, and David Douglas Kennedy, a minor.""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""A bill for the relief of Alvin V. Burt."",""type"":""official""},{""as"":""amended by house"",""is_for_portion"":false,""title"":""A bill for the relief of Alvin V. Burt, Jr., Eileen Wallace Kennedy Pope, and David Douglas Kennedy, a minor."",""type"":""official""}]"
official,hr6642-93,"An Act to suspend the duties of certain bicycle parts and accessories until the close of December 31, 1976, and for other purposes.","[""A bill to suspend the duties of certain bicycle parts and accessories until the close of December 31, 1976."",""An Act to suspend the duties of certain bicycle parts and accessories until the close of December 31, 1976, and for other purposes.""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""A bill to suspend the duties of certain bicycle parts and accessories until the close of December 31, 1976."",""type"":""official""},{""as"":""enacted"",""is_for_portion"":false,""title"":""An Act to suspend the duties of certain bicycle parts and accessories until the close of December 31, 1976, and for other purposes."",""type"":""official""}]"
official,hr6676-93,"An Act to continue until July 1, 1976, the existing suspension of duty on manganese ore, and for other purposes.","[""A bill relating to the dutiable status of manganese ore, including ferruginous manganese ore, and manganiferous iron ore."",""An Act to continue until July 1, 1976, the existing suspension of duty on manganese ore, and for other purposes.""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""A bill relating to the dutiable status of manganese ore, including ferruginous manganese ore, and manganiferous iron ore."",""type"":""official""},{""as"":""enacted"",""is_for_portion"":false,""title"":""An Act to continue until July 1, 1976, the existing suspension of duty on manganese ore, and for other purposes."",""type"":""official""}]"
short,hr7130-93,Congressional Budget Act of 1974,"[""Budget Control Act"",""Congressional Budget Act of 1974"",""Congressional Budget and Impoundment Control Act of 1974"",""Impoundment Control Act of 1974""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""Budget Control Act"",""type"":""short""},{""as"":""enacted"",""is_for_portion"":false,""title"":""Congressional Budget Act of 1974"",""type"":""short""},{""as"":""enacted"",""is_for_portion"":false,""title"":""Congressional Budget and Impoundment Control Act of 1974"",""type"":""short""},{""as"":""enacted"",""is_for_portion"":false,""title"":""Impoundment Control Act of 1974"",""type"":""short""}]"
short,hr16261-93,Bilingual Education Act,"[""Bilingual Education Act"",""Comprehensive Bilingual Education Amendments Act""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""Bilingual Education Act"",""type"":""short""},{""as"":""introduced"",""is_for_portion"":false,""title"":""Comprehensive Bilingual Education Amendments Act"",""type"":""short""}]"
short,s1443-93,Foreign Assistance Act of 1973,"[""Foreign Military Sales and Assistance Act"",""Foreign Assistance Act of 1973""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""Foreign Military Sales and Assistance Act"",""type"":""short""},{""as"":""enacted"",""is_for_portion"":false,""title"":""Foreign Assistance Act of 1973"",""type"":""short""}]"
short,s2553-93,Bilingual Education Act,"[""Bilingual Education Act"",""Comprehensive Bilingual Education Amendments Act""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""Bilingual Education Act"",""type"":""short""},{""as"":""introduced"",""is_for_portion"":false,""title"":""Comprehensive Bilingual Education Amendments Act"",""type"":""short""}]"
short,hr870-94,Intergovernmental Consumer Assistance Act,"[""Intergovernmental Consumer Assistance Act"",""Intergovernmental Consumer Assistance and Protection Act""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""Intergovernmental Consumer Assistance Act"",""type"":""short""},{""as"":""introduced"",""is_for_portion"":false,""title"":""Intergovernmental Consumer Assistance and Protection Act"",""type"":""short""}]"
short,hr987-94,Intergovernmental Consumer Assistance Act,"[""Intergovernmental Consumer Assistance Act"",""Intergovernmental Consumer Assistance and Protection Act""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""Intergovernmental Consumer Assistance Act"",""type"":""short""},{""as"":""introduced"",""is_for_portion"":false,""title"":""Intergovernmental Consumer Assistance and Protection Act"",""type"":""short""}]"
short,hr1892-94,Intergovernmental Consumer Assistance Act,"[""Intergovernmental Consumer Assistance Act"",""Intergovernmental Consumer Assistance and Protection Act""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""Intergovernmental Consumer Assistance Act"",""type"":""short""},{""as"":""introduced"",""is_for_portion"":false,""title"":""Intergovernmental Consumer Assistance and Protection Act"",""type"":""short""}]"
short,hr2025-94,Intergovernmental Consumer Assistance Act,"[""Intergovernmental Consumer Assistance Act"",""Intergovernmental Consumer Assistance and Protection Act""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""Intergovernmental Consumer Assistance Act"",""type"":""short""},{""as"":""introduced"",""is_for_portion"":false,""title"":""Intergovernmental Consumer Assistance and Protection Act"",""type"":""short""}]"
short,hr2026-94,Intergovernmental Consumer Assistance Act,"[""Intergovernmental Consumer Assistance Act"",""Intergovernmental Consumer Assistance and Protection Act""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""Intergovernmental Consumer Assistance Act"",""type"":""short""},{""as"":""introduced"",""is_for_portion"":false,""title"":""Intergovernmental Consumer Assistance and Protection Act"",""type"":""short""}]"
short,hr6618-94,Intergovernmental Consumer Assistance Act,"[""Intergovernmental Consumer Assistance Act"",""Intergovernmental Consumer Assistance and Protection Act""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""Intergovernmental Consumer Assistance Act"",""type"":""short""},{""as"":""introduced"",""is_for_portion"":false,""title"":""Intergovernmental Consumer Assistance and Protection Act"",""type"":""short""}]"
short,s622-94,Energy Policy and Conservation Act,"[""Standby Energy Authorities Act"",""Energy Policy and Conservation Act""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""Standby Energy Authorities Act"",""type"":""short""},{""as"":""enacted"",""is_for_portion"":false,""title"":""Energy Policy and Conservation Act"",""type"":""short""}]"
short,s2150-94,Resource Conservation and Recovery Act,"[""Solid Waste Utilization Act"",""Resource Conservation and Recovery Act""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""Solid Waste Utilization Act"",""type"":""short""},{""as"":""passed house"",""is_for_portion"":false,""title"":""Resource Conservation and Recovery Act"",""type"":""short""}]"
short,hr10-95,Federal Employees' Political Activities Act,"[""Federal Employees Political Activities Act"",""Federal Employees' Political Activities Act""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""Federal Employees Political Activities Act"",""type"":""short""},{""as"":""passed house"",""is_for_portion"":false,""title"":""Federal Employees' Political Activities Act"",""type"":""short""}]"
short,hr2329-95,Interoceanic Canal Study Act,"[""Fish and Wildlife Improvement Act"",""Interoceanic Canal Study Act""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""Fish and Wildlife Improvement Act"",""type"":""short""},{""as"":""passed senate"",""is_for_portion"":false,""title"":""Interoceanic Canal Study Act"",""type"":""short""}]"
short,hr4975-95,Health Assistance Programs Extension Act,"[""Biomedical Research Extension Act"",""Health Assistance Programs Extension Act""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""Biomedical Research Extension Act"",""type"":""short""},{""as"":""passed house"",""is_for_portion"":false,""title"":""Biomedical Research Extension Act"",""type"":""short""},{""as"":""passed senate"",""is_for_portion"":false,""title"":""Health Assistance Programs Extension Act"",""type"":""short""}]"
short,hr5029-95,Veterans Administration Programs Extension Act,"[""Veterans Programs Extension Act"",""Veterans Administration Programs Extension Act""]","[{""as"":""passed senate"",""is_for_portion"":false,""title"":""Veterans Programs Extension Act"",""type"":""short""},{""as"":""enacted"",""is_for_portion"":false,""title"":""Veterans Administration Programs Extension Act"",""type"":""short""}]"
short,hr5101-95,"Environmental Research, Development, and Demonstration Authorization Act","[""Environmental Research, Development, and Demonstration Authorization Act"",""Environmental Research, Development and Demonstration Authorization Act""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""Environmental Research, Development, and Demonstration Authorization Act"",""type"":""short""},{""as"":""passed house"",""is_for_portion"":false,""title"":""Environmental Research, Development and Demonstration Authorization Act"",""type"":""short""},{""as"":""passed senate"",""is_for_portion"":false,""title"":""Environmental Research, Development, and Demonstration Authorization Act"",""type"":""short""}]"
short,hr6111-95,Juvenile Justice Amendments,"[""Juvenile Justice and Delinquency Prevention Amendments"",""Juvenile Justice Amendments""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""Juvenile Justice and Delinquency Prevention Amendments"",""type"":""short""},{""as"":""passed senate"",""is_for_portion"":false,""title"":""Juvenile Justice Amendments"",""type"":""short""}]"
short,hr6138-95,Youth Employment and Demonstration Projects Act,"[""Youth Employment and Training Act"",""Youth Employment and Demonstration Projects Act""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""Youth Employment and Training Act"",""type"":""short""},{""as"":""passed senate"",""is_for_portion"":false,""title"":""Youth Employment and Training Act"",""type"":""short""},{""as"":""enacted"",""is_for_portion"":false,""title"":""Youth Employment and Demonstration Projects Act"",""type"":""short""}]"
short,hr6161-95,Clean Air Amendments,"[""Clean Air Act Amendments"",""Clean Air Amendments""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""Clean Air Act Amendments"",""type"":""short""},{""as"":""passed house"",""is_for_portion"":false,""title"":""Clean Air Act Amendments"",""type"":""short""},{""as"":""passed senate"",""is_for_portion"":false,""title"":""Clean Air Amendments"",""type"":""short""}]"
short,hr6365-95,Graduated Payment Mortgage Insurance Act,"[""Graduated Payment Mortgage Insurance Act"",""Young Families Housing Act""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""Graduated Payment Mortgage Insurance Act"",""type"":""short""},{""as"":""introduced"",""is_for_portion"":false,""title"":""Young Families Housing Act"",""type"":""short""}]"
short,hr6575-95,Voluntary Hospital Cost Containment Act,"[""Hospital Cost Containment Act"",""Voluntary Hospital Cost Containment Act""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""Hospital Cost Containment Act"",""type"":""short""},{""as"":""reported to house"",""is_for_portion"":false,""title"":""Voluntary Hospital Cost Containment Act"",""type"":""short""}]"
short,hr6666-95,Equal Access to Courts Act,"[""Legal Services Corporation Amendments Act"",""Equal Access to Courts Act""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""Legal Services Corporation Amendments Act"",""type"":""short""},{""as"":""passed house"",""is_for_portion"":false,""title"":""Legal Services Corporation Amendments Act"",""type"":""short""},{""as"":""passed senate"",""is_for_portion"":false,""title"":""Equal Access to Courts Act"",""type"":""short""}]"
short,hr6669-95,National Climate Act,"[""National Climate Program Act"",""National Climate Act""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""National Climate Program Act"",""type"":""short""},{""as"":""passed senate"",""is_for_portion"":false,""title"":""National Climate Act"",""type"":""short""}]"
short,hr6687-95,Graduated Payment Mortgage Insurance Act,"[""Graduated Payment Mortgage Insurance Act"",""Young Families Housing Act""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""Graduated Payment Mortgage Insurance Act"",""type"":""short""},{""as"":""introduced"",""is_for_portion"":false,""title"":""Young Families Housing Act"",""type"":""short""}]"
short,hr6689-95,"Foreign Relations Authorization Act, Fiscal year 1978","[""Foreign Relations Authorization Act"",""Foreign Relations Authorization Act, Fiscal year 1978""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""Foreign Relations Authorization Act"",""type"":""short""},{""as"":""passed senate"",""is_for_portion"":false,""title"":""Foreign Relations Authorization Act, Fiscal year 1978"",""type"":""short""}]"
short,hr6693-95,Child Abuse Prevention and Treatment and Adoption Reform Act,"[""Child Abuse Prevention and Treatment Amendments"",""Adoption Reform Act"",""Child Abuse Prevention and Treatment and Adoption Reform Act""]","[{""as"":""passed house"",""is_for_portion"":false,""title"":""Child Abuse Prevention and Treatment Amendments"",""type"":""short""},{""as"":""passed senate"",""is_for_portion"":false,""title"":""Adoption Reform Act"",""type"":""short""},{""as"":""enacted"",""is_for_portion"":false,""title"":""Child Abuse Prevention and Treatment and Adoption Reform Act"",""type"":""short""}]"
short,hr6714-95,International Development and Food Assistance Act,"[""International Development and Food Assistance Act"",""International Development Assistance Act""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""International Development and Food Assistance Act"",""type"":""short""},{""as"":""passed house"",""is_for_portion"":false,""title"":""International Development and Food Assistance Act"",""type"":""short""},{""as"":""passed senate"",""is_for_portion"":false,""title"":""International Development Assistance Act"",""type"":""short""},{""as"":""enacted"",""is_for_portion"":false,""title"":""International Development and Food Assistance Act"",""type"":""short""}]"
short,hr6884-95,International Security Assistance Act,"[""International Security Assistance Act"",""International Security Assistance and Arms Export Control Act""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""International Security Assistance Act"",""type"":""short""},{""as"":""passed house"",""is_for_portion"":false,""title"":""International Security Assistance Act"",""type"":""short""},{""as"":""passed senate"",""is_for_portion"":false,""title"":""International Security Assistance and Arms Export Control Act"",""type"":""short""},{""as"":""enacted"",""is_for_portion"":false,""title"":""International Security Assistance Act"",""type"":""short""}]"
short,hr7023-95,Homeowners Incentive Act,"[""Homeowners Incentive Act"",""Individual Housing Account Act""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""Homeowners Incentive Act"",""type"":""short""},{""as"":""introduced"",""is_for_portion"":false,""title"":""Individual Housing Account Act"",""type"":""short""}]"
short,hr7465-95,Graduated Payment Mortgage Insurance Act,"[""Graduated Payment Mortgage Insurance Act"",""Young Families Housing Act""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""Graduated Payment Mortgage Insurance Act"",""type"":""short""},{""as"":""introduced"",""is_for_portion"":false,""title"":""Young Families Housing Act"",""type"":""short""}]"
short,hr7552-95,"Treasury, Postal Service, and General Government Appropriation Act","[""Treasury, Postal Service, and General Government Appropriations Act"",""Treasury, Postal Service, and General Government Appropriation Act""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""Treasury, Postal Service, and General Government Appropriations Act"",""type"":""short""},{""as"":""passed house"",""is_for_portion"":false,""title"":""Treasury, Postal Service, and General Government Appropriation Act"",""type"":""short""},{""as"":""passed senate"",""is_for_portion"":false,""title"":""Treasury, Postal Service, and General Government Appropriation Act"",""type"":""short""},{""as"":""enacted"",""is_for_portion"":false,""title"":""Treasury, Postal Service, and General Government Appropriation Act"",""type"":""short""}]"
short,hr7577-95,Economic Opportunity Amendments,"[""Economic Opportunity and Community Services Amendment"",""Economic Opportunity Amendments""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""Economic Opportunity and Community Services Amendment"",""type"":""short""},{""as"":""passed senate"",""is_for_portion"":false,""title"":""Economic Opportunity Amendments"",""type"":""short""}]"
short,hr7700-95,Postal Service Amendments Act,"[""Postal Service Act"",""Postal Service Amendments Act""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""Postal Service Act"",""type"":""short""},{""as"":""reported to senate"",""is_for_portion"":false,""title"":""Postal Service Amendments Act"",""type"":""short""}]"
short,hr7932-95,Legislative Branch Appropriation Act,"[""Legislative Branch Appropriations Act"",""Legislative Branch Appropriation Act""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""Legislative Branch Appropriations Act"",""type"":""short""},{""as"":""passed house"",""is_for_portion"":false,""title"":""Legislative Branch Appropriation Act"",""type"":""short""},{""as"":""passed senate"",""is_for_portion"":false,""title"":""Legislative Branch Appropriation Act"",""type"":""short""},{""as"":""enacted"",""is_for_portion"":false,""title"":""Legislative Branch Appropriation Act"",""type"":""short""}]"
short,hr7933-95,Department of Defense Appropriation Act,"[""Department of Defense Appropriation Act"",""Department of Defense Appropriations act""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""Department of Defense Appropriation Act"",""type"":""short""},{""as"":""passed house"",""is_for_portion"":false,""title"":""Department of Defense Appropriations act"",""type"":""short""},{""as"":""passed senate"",""is_for_portion"":false,""title"":""Department of Defense Appropriation Act"",""type"":""short""},{""as"":""enacted"",""is_for_portion"":false,""title"":""Department of Defense Appropriation Act"",""type"":""short""}]"
short,hr8301-95,Graduated Mortgage Insurance Act,"[""Graduated Mortgage Insurance Act"",""Young Families Housing Act""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""Graduated Mortgage Insurance Act"",""type"":""short""},{""as"":""introduced"",""is_for_portion"":false,""title"":""Young Families Housing Act"",""type"":""short""}]"
